tceid,ticid,tce_plnt_num,sectors,lastUpdate,tce_period,tce_period_err,tce_time0bt,tce_time0bt_err,tce_time0,tce_time0_err,tce_ror,tce_ror_err,tce_dor,tce_dor_err,tce_incl,tce_incl_err,tce_impact,tce_impact_err,tce_duration,tce_duration_err,tce_ingress,tce_ingress_err,tce_depth,tce_depth_err,tce_eccen,tce_eccen_err,tce_longp,tce_longp_err,tce_limbdark_mod,tce_ldm_coeff1,tce_ldm_coeff2,tce_ldm_coeff3,tce_ldm_coeff4,tce_num_transits,tce_trans_mod,tce_full_conv,tce_model_snr,tce_model_chisq,tce_model_dof,tce_robstat,tce_dof2,tce_chisq2,tce_chisqgofdof,tce_chisqgof,tce_prad,tce_prad_err,tce_sma,tce_sma_err,tce_eqt,tce_eqt_err,tce_insol,tce_insol_err,tce_ntoi,tce_sectors,tce_steff,tce_steff_err,tce_slogg,tce_slogg_err,tce_smet,tce_smet_err,tce_sradius,tce_sradius_err,tce_sdensity,tce_sdensity_err,tce_steff_prov,tce_slogg_prov,tce_smet_prov,tce_sradius_prov,tce_sdensity_prov,tcet_period,tcet_period_err,tcet_time0bt,tcet_time0bt_err,tcet_time0,tcet_time0_err,tcet_duration,tcet_duration_err,tcet_ingress,tcet_ingress_err,tcet_depth,tcet_depth_err,tcet_full_conv,tcet_model_chisq,tcet_model_dof,wst_robstat,wst_depth,tce_ws_mesmedian,tce_ws_mesmad,tce_ws_maxmes,tce_ws_minmes,tce_ws_maxmesd,tce_ws_minmesd,tce_max_sngle_ev,tce_max_mult_ev,tce_bin_oedp_stat,tce_bin_spc_stat,tce_bin_lpc_stat,tce_albedo,tce_albedo_err,tce_ptemp,tce_ptemp_err,tce_albedo_stat,tce_ptemp_stat,boot_fap,boot_mesthresh,boot_mesmean,boot_messtd,bootstrap_transit_count,tce_cap_stat,tce_hap_stat,tce_dicco_mra,tce_dicco_mra_err,tce_dicco_mdec,tce_dicco_mdec_err,tce_dicco_msky,tce_dicco_msky_err,tce_ditco_mra,tce_ditco_mra_err,tce_ditco_mdec,tce_ditco_mdec_err,tce_ditco_msky,tce_ditco_msky_err
00373702832-02,373702832,2,s0078,17-07-2024,8.06795,,3441.55,,2460441.55,,0.174309,,8.9467,,83.7032,,0.981266,,4.47486,,2.23743,,14646.2,,0,,0,,claret_tess_nonlinear_limb_darkening_model,0.5860788,-0.1143816,0.1557452,-8.29E-02,2,mandel-agol_geometric_transit_model,TRUE,17.98055,1022.023,1236.083,15.61248,24.07574,1.16263,179,200.1639,166.291,,0.334166,,1934.94,,3312.8,,2,1,8575,124,4.438,0,0,0,8.73871,0,1,0,TIC8.2,Solar,Solar,TIC8.2,Solar,8.072218292,-1,3441.545326,-1,2460441.545,-1,4.275310069,-1,1.627156996,-1,14304.13588,-1,TRUE,10491,1436,4.828142,10942.27,-0.00265739,0.6810017,6.05794,-2.990602,4.04303,4.15275,12.36523,16.25123,0.6123786,200.2507,0,24.30914,37.92392,6642.802,2592.589,0.614629,1.815785,5.03E-95,4.7124,0.704137,0.7529384,2,11.42297,-4.070055,-7.36144,2.505045,4.354207,2.52864,8.552772,2.511182,4.95E-02,2.504477,1.273361,2.528638,1.274321,2.528601
00375599392-01,375599392,1,s0078,17-07-2024,4.6125,,3437.61,,2460437.61,,0.388093,,19.5306,,89.7066,,0.1,,2.5,,0.70533,,0,,0,,0,,claret_tess_nonlinear_limb_darkening_model,0.6814343,-0.5125262,0.9932351,-0.4446875,0,mandel-agol_geometric_transit_model,FALSE,-1,-1,-1,1959.78,255592.4,908292,269,1652955,45.2474,,5.19E-02,,1033.88,,270.021,,2,1,5164,128.562,4.32247,8.41E-02,0,0,1.06796,6.30E-02,0.7176538,0.1453118,TIC8.2,TIC8.2,Solar,TIC8.2,TIC8.2-Der,4.612497807,-1,3437.610243,-1,2460437.61,-1,3.487049321,-1,1.410489556,-1,448291.7982,-1,TRUE,87814960,2176,568.7654,108330.8,-0.127977,1.279355,639.5809,-356.6422,2.31942,2.2222,1427.16,2099.844,0,0.003476579,0,0,-1,0,-1,0,0,-1,-1,-1,-1,-1,174.2731,180.763,0.4207166,2.500001,0.2903221,2.500003,0.5111647,2.500002,0.3498791,2.5,0.3512963,2.500002,0.4958069,2.500001
00375599392-02,375599392,2,s0078,17-07-2024,4.60065,,3435.33,,2460435.33,,0.452419,,10.3407,,85.5236,,0.807067,,4.12627,,2.06314,,143757,,0,,0,,claret_tess_nonlinear_limb_darkening_model,0.6814343,-0.5125262,0.9932351,-0.4446875,4,mandel-agol_geometric_transit_model,TRUE,653.2,2393.797,2248.067,537.0574,25879.69,317.5255,184,11675.74,52.7471,,5.18E-02,,1034.77,,270.949,,2,1,5164,128.562,4.32247,8.41E-02,0,0,1.06796,6.30E-02,0.7176538,0.1453118,TIC8.2,TIC8.2,Solar,TIC8.2,TIC8.2-Der,4.598608872,-1,3435.331446,-1,2460435.331,-1,3.57648923,-1,1.358603977,-1,132634.4119,-1,TRUE,20731,2391,2.688859,465.0264,-0.0278404,0.7914529,4.97016,-6.534711,-0.46252,-0.384745,452.6646,746.9102,34.63424,0,0.003476579,0.2466109,9.64E-02,1127.419,107.0892,-7.818803,0.80187,0,10.24223,-1.527632,1.658031,4,264.087,56.08353,-0.7841603,2.500005,-5.79E-02,2.500014,0.7862934,2.500005,-0.861672,2.500002,0.02429218,2.500013,0.8620144,2.500002
00375654303-01,375654303,1,s0078,17-07-2024,1.8026,,3435.96,,2460435.96,,9.20E-02,,3.49125,,78.333,,0.70601,,3.38936,,0.539399,,8736.21,,0,,0,,claret_tess_nonlinear_limb_darkening_model,0.5503636,-1.93E-03,0.3095645,-0.1951295,8,mandel-agol_geometric_transit_model,TRUE,31.12555,3287.129,3976.302,28.79972,75.71928,78.47321,719,654.7114,18.5848,,2.93E-02,,2020.28,,3937.02,,1,1,5760,151.799,3.91627,7.68E-02,0,0,1.85062,9.33E-02,0.1625371,2.99E-02,TIC8.2,TIC8.2,Solar,TIC8.2,TIC8.2-Der,1.802776933,-1,3435.955545,-1,2460435.956,-1,3.365892519,-1,0.673908411,-1,8684.575185,-1,TRUE,11788,5655,0.2489355,94.12608,-0.432238,0.5050507,0.89647,-1.879144,0.31664,1.15414,9.854304,19.58455,2.907735,0,0,0.1286218,0.414429,1870.599,1506.517,-2.102599,-9.92E-02,2.06E-69,7.698341,-0.3666491,1.135468,10,18.8217,2.725534,-2.095223,2.506517,6.70E-02,2.540304,2.096293,2.506552,-0.9349169,2.506459,-0.01198698,2.540303,0.9349937,2.506464
00375713091-01,375713091,1,s0078,17-07-2024,0.374308,,3434.47,,2460434.47,,0.240544,,2.00539,,76.4132,,0.471102,,1.80005,,0.456002,,64529.8,,0,,0,,claret_tess_nonlinear_limb_darkening_model,0.6548,0.3397,-0.3119,7.92E-02,47,mandel-agol_geometric_transit_model,TRUE,9.678088,9773.078,11580.63,8.146209,52.1376,28.88604,1379,1243.746,5.91809,,5.89E-03,,882.632,,143.43,,1,1,3235,158,5.02168,9.39E-03,0,0,0.225364,1.01E-02,17.01356,0.8445776,TIC8.2,TIC8.2,Solar,TIC8.2,TIC8.2-Der,0.37426433,-1,3434.472754,-1,2460434.473,-1,2.203990311,-1,0.787700194,-1,77592.0621,-1,TRUE,1839036,6264,2.753357,19181.03,0.17251,1.721934,2.94949,-2.914967,0.1798,0.26313,3.346476,7.42704,0.02374861,0,0,10.46887,4.089464,2454.682,267.2466,2.315431,5.805214,1.20E-10,8.370111,-0.2225834,1.208404,48,6.152071,3.254894,-36.49126,2.540377,34.814,2.734121,50.43438,2.634472,-5.693715,2.527846,18.45317,2.734119,19.3116,2.71681
00375853985-01,375853985,1,s0078,17-07-2024,2.33333,,3435.2,,2460435.2,,0.194863,,6.10399,,89.0613,,0.1,,3.5,,0.579977,,256462,,0,,0,,claret_tess_nonlinear_limb_darkening_model,0.5712936,-8.55E-02,0.4172728,-0.2379788,0,mandel-agol_geometric_transit_model,FALSE,-1,-1,-1,457.0309,17747.85,12625.14,839,89223.85,21.2731,,0.0344461,,1374.2,,842.792,,2,1,5780,0,4.438,0,0,0,1,0,1,0,Solar,Solar,Solar,Solar,Solar,2.3333323,-1,3435.19884,-1,2460435.199,-1,4.978941082,-1,2.207431907,-1,221401.4625,-1,TRUE,22490,6557,7.275388,6905.271,0.0629406,0.9927253,8.32264,-10.3947,1.19442,1.27081,201.6023,493.251,0,0,2.89E-06,0,-1,0,-1,0,0,-1,-1,-1,-1,-1,136.9929,82.39368,-0.5756682,2.500003,-0.9631692,2.50001,1.122091,2.500009,-0.9582139,2.500001,-0.8283149,2.50001,1.266601,2.500005
00375853985-02,375853985,2,s0078,17-07-2024,2.33383,,3436.36,,2460436.36,,0.283261,,2.62715,,67.8693,,0.989699,,6.10298,,3.05149,,34521.8,,0,,0,,claret_tess_nonlinear_limb_darkening_model,0.5712936,-8.55E-02,0.4172728,-0.2379788,7,mandel-agol_geometric_transit_model,TRUE,94.73258,5593.234,6190.225,63.8459,369.0911,133.5734,734,2518.754,30.9235,,3.45E-02,,1374.1,,842.553,,2,1,5780,0,4.438,0,0,0,1,0,1,0,Solar,Solar,Solar,Solar,Solar,2.334721085,-1,3436.360406,-1,2460436.36,-1,4.937885202,-1,2.260207967,-1,26480.3121,-1,TRUE,11759,6099,1.93144,1151.25,-0.0741589,0.6633671,2.10436,-3.659154,1.70275,0.476366,33.84249,76.14548,0.5717515,2.89E-06,0,0.7860875,0.514081,2000.448,327.0603,-0.4161066,1.915077,0,8.864265,-0.9704446,1.383222,7,60.27803,17.01152,-1.731361,2.500058,-1.022306,2.500431,2.010652,2.500155,-2.143274,2.500041,-0.9149031,2.500431,2.33038,2.500101
00375854079-01,375854079,1,s0078,17-07-2024,7.1276,,3439.47,,2460439.47,,0.138559,,3.53639,,78.393,,0.711516,,14.1297,,3.23557,,19518.3,,0,,0,,claret_tess_nonlinear_limb_darkening_model,0.6632372,-0.3598981,0.3148327,-0.1135221,2,mandel-agol_geometric_transit_model,TRUE,31.36818,4989.928,3424.786,50.91624,328.744,3493.269,629,10809.38,46.9315,,0.100986,,2558.58,,10127.9,,1,1,10461,262.127,3.88597,6.90E-02,0,0,3.10262,0.109925,9.04E-02,1.47E-02,TIC8.2,TIC8.2,Solar,TIC8.2,TIC8.2-Der,7.065274239,-1,3439.530099,-1,2460439.53,-1,15.04706978,-1,3.186786235,-1,32983.02905,-1,TRUE,216146,4615,0.8659059,553.7239,-0.0243847,0.7616773,3.89598,-3.482156,1.22081,1.79164,81.47589,59.22745,12689.51,0,0,1.410456,1.495912,4311.019,1142.165,0.2743854,1.529083,1.02E-161,8.050314,-3.903793,2.331878,2,-3.20161,20.62195,0.439394,2.500006,9.75E-02,2.500041,0.4500743,2.500007,0.360634,2.500005,0.5038371,2.50004,0.6196036,2.500028
00375907264-01,375907264,1,s0078,17-07-2024,0.62405,,3434.78,,2460434.78,,0.0174003,,2.32077,,83.9588,,0.244247,,2.10822,,4.08E-02,,356.716,,0,,0,,claret_tess_nonlinear_limb_darkening_model,0.71431,0.01312055,0.1399266,-9.12E-02,28,mandel-agol_geometric_transit_model,TRUE,9.419184,6781.945,8469.202,6.976476,31.04948,13.71982,1672,1350.569,1.89959,,0.0142989,,1215.9,,516.544,,1,1,3295,122,4.438,0,0,0,1,0,1,0,TIC8.2,Solar,Solar,Solar,Solar,0.623946726,-1,3434.780112,-1,2460434.78,-1,2.836920751,-1,1.150614879,-1,641.1330435,-1,TRUE,14109,6215,4.168195,152.8561,-0.0979793,1.004078,2.50938,-2.119472,0.39615,0.171146,4.307522,7.90491,0.1659827,0,0,4.764781,2.793865,2777.46,419.915,1.347517,3.697571,6.93E-11,8.794268,-0.2909887,1.27767,29,-1.672081,2.834611,-21.15719,2.504546,6.062137,2.513828,22.00855,2.505252,-24.66895,2.502096,5.522221,2.513827,25.27948,2.502657
00376162807-01,376162807,1,s0078,17-07-2024,2.54743,,3434.73,,2460434.73,,2.99E-02,,19.8991,,89.8136,,6.48E-02,,1.00565,,0.0293046,,987.451,,0,,0,,claret_tess_nonlinear_limb_darkening_model,0.6311804,-0.2693108,0.26389,-0.1043968,7,mandel-agol_geometric_transit_model,TRUE,10.21671,1140.86,1096.688,11.86879,19.93807,12.945,209,117.8956,82.6076,,0.315071,,3612.43,,40245.5,,2,1,9129,273,4.438,0,0,0,25.3382,0,1,0,TIC8.2,Solar,Solar,TIC8.2,Solar,2.547857285,-1,3434.727583,-1,2460434.728,-1,1.478704405,-1,0.519253818,-1,12020.7671,-1,TRUE,53354,1661,13.20725,3868.529,-0.0135786,0.6964792,209.55,-68.59188,0.1222,0.144422,117.3311,8.7755,3.519895,0,16715.99,30.95974,8.232888,13174.64,960.412,3.639032,9.893977,3.70E-03,37.74496,-13.70807,7.218332,7,-0.2902567,-1.234788,-8.91E-02,2.500004,5.73E-03,2.500042,8.93E-02,2.500004,2.52E-02,2.500004,4.81E-02,2.500041,5.43E-02,2.500033
00376162807-02,376162807,2,s0078,17-07-2024,10.1875,,3439.75,,2460439.75,,2.68E-02,,79.538,,89.928,,0.1,,1,,2.64E-02,,0,,0,,0,,claret_tess_nonlinear_limb_darkening_model,0.6311804,-0.2693108,0.26389,-0.1043968,0,mandel-agol_geometric_transit_model,FALSE,-1,-1,-1,7.811932,8.223116,12.50751,37,92.55204,74.2446,,0.793812,,2275.85,,6340.13,,2,1,9129,273,4.438,0,0,0,25.3382,0,1,0,TIC8.2,Solar,Solar,TIC8.2,Solar,,,,,,,,,,,,,,,,-11.38111,-6629.039,-0.000393049,0.4839274,63.27838,-23.47668,-0.12225,-0.14169,53.82226,18.43873,0,16715.99,0,0,-1,0,-1,0,0,-1,-1,-1,-1,-1,0,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1
00376499580-01,376499580,1,s0078,17-07-2024,0.958296,,3434.59,,2460434.59,,0.556282,,2.1257,,69.9587,,0.728471,,5.56131,,2.78066,,233047,,0,,0,,claret_tess_nonlinear_limb_darkening_model,0.4878116,0.2435511,-5.21E-02,-4.51E-02,19,mandel-agol_geometric_transit_model,TRUE,564.5302,34702,9926.372,565.5397,29270.97,192647.1,1708,347809.2,78.5666,,0.0225969,,2049.34,,4168.5,,1,1,6138,0,4.438,0,0,0,1.29372,0,1,0,TIC8.2,Solar,Solar,TIC8.2,Solar,0.957995117,-1,3434.601374,-1,2460434.601,-1,5.099848255,-1,2.278643431,-1,205608.9275,-1,TRUE,5043026,6017,2.395288,675.2636,-0.115219,1.059479,4.57684,-2.685969,0.24442,0.348588,253.0478,607.123,0,0,0,3.07E-02,0.01353736,1326.623,146.1005,-71.59959,-4.94673,-1,-1,-1,-1,-1,224.5499,36.54658,0.3845676,2.500002,0.3512898,2.500011,0.5208616,2.500006,0.3502303,2.500001,0.237047,2.50001,0.4229096,2.500004
00376637093-01,376637093,1,s0078,17-07-2024,2.05598,,3434.81,,2460434.81,,0.118136,,6.06951,,89.7501,,2.65E-02,,2.90931,,0.310077,,15922.5,,0,,0,,claret_tess_nonlinear_limb_darkening_model,0.4355618,0.4753671,-0.4189533,0.1169997,9,mandel-agol_geometric_transit_model,TRUE,218.3989,2999.373,3678.519,191.4009,3336.548,1473.985,674,2455.216,16.0192,,3.48E-02,,1710.43,,2022.73,,1,1,6485,136.004,4.37164,8.65E-02,0,0,1.2421,5.34E-02,0.6910086,0.1408618,TIC8.2,TIC8.2,Solar,TIC8.2,TIC8.2-Der,2.055554628,-1,3434.810439,-1,2460434.81,-1,2.869216809,-1,0.367756298,-1,15302.59672,-1,TRUE,13460,5232,1.646091,134.5538,0.0179892,0.5428393,1.67391,-2.825614,-0.40141,0.519421,76.87632,207.6373,1.45E-04,0,0,0.3486525,0.2030263,2032.089,290.8008,-3.208193,1.076837,0,7.749239,-0.235281,1.123628,9,156.3099,31.41436,-0.6700975,2.500098,-0.2159303,2.500809,0.7040288,2.500165,0.1397447,2.500095,8.70E-02,2.500808,0.1646046,2.500294
00376682699-01,376682699,1,s0078,17-07-2024,1.10153,,3434.39,,2460434.39,,4.92E-02,,1.34758,,43.3737,,0.979542,,3.52025,,1.76012,,1492.47,,0,,0,,claret_tess_nonlinear_limb_darkening_model,0.6389033,-0.2832946,0.2691581,-0.1036225,16,mandel-agol_geometric_transit_model,TRUE,20.57732,4600.811,5685.612,22.0618,54.70531,45.22101,1124,1071.9,10.7233,,2.77E-02,,3451.08,,33523,,1,1,9218,397.909,4.20695,7.24E-02,0,0,1.99603,6.34E-02,0.294295,5.00E-02,TIC8.2,TIC8.2,Solar,TIC8.2,TIC8.2-Der,1.101804495,-1,3434.390322,-1,2460434.39,-1,3.704569615,-1,1.649923573,-1,1701.151034,-1,TRUE,12778,6305,3.184966,187.2715,-1.19533,1.264099,3.65155,-3.482216,0.53887,0.640255,5.210988,13.17642,0.677591,0,0,0.6888411,0.6663818,4861.003,1186.254,-0.4669378,1.175371,8.75E-36,7.60464,0.2057987,1.04332,17,13.74181,12.80998,-34.58805,2.508087,-6.153993,2.510442,35.13126,2.508159,-33.65879,2.501299,-8.191422,2.510441,34.64122,2.501811
00376765646-01,376765646,1,s0078,17-07-2024,8.27732,,3442.41,,2460442.41,,6.60E-02,,11.3777,,87.7042,,0.455773,,5.36626,,0.413818,,4812.99,,0,,0,,claret_tess_nonlinear_limb_darkening_model,0.4248008,0.5252216,-0.4661213,0.1355554,2,mandel-agol_geometric_transit_model,TRUE,13.87904,1526.128,1808.619,13.6764,17.70355,1.63E-02,299,261.9844,17.1637,,8.56E-02,,1460.85,,1076.33,,1,1,6275,257.426,3.77011,0.101749,0,0,2.38319,0.11789,9.01E-02,2.16E-02,TIC8.2,TIC8.2,Solar,TIC8.2,TIC8.2-Der,8.274995804,-1,3442.408689,-1,2460442.409,-1,6.410125498,-1,1.775345348,-1,5161.814679,-1,TRUE,13287,2896,1.642942,892.3841,0.00739172,0.488666,1.90883,-2.170156,4.0472,6.16664,8.68795,12.13213,0.04777617,0,0,12.21573,6.110775,4222.566,529.5956,1.835402,5.150963,6.82E-201,4.118721,2.444682,0.3205826,2,10.37068,1.061903,-1.205146,2.514972,0.6513359,2.711539,1.369896,2.56073,-0.82166,2.514949,5.73E-02,2.711538,0.823658,2.515939
00376880276-01,376880276,1,s0078,17-07-2024,4.09333,,3434.94,,2460434.94,,0.261385,,9.39119,,84.3633,,0.922402,,2.88292,,1.44146,,40739.4,,0,,0,,claret_tess_nonlinear_limb_darkening_model,0.4959926,0.2118217,1.56E-04,-6.73E-02,5,mandel-agol_geometric_transit_model,TRUE,53.40963,1742.238,2076.038,48.58335,222.0298,6.4698,299,373.997,39.3445,,5.20E-02,,1371.24,,835.554,,1,1,6037,123,4.20828,0,0,0,1.3788,0,0.427345,0,TIC8.2,TIC8.2,Solar,TIC8.2,TIC8.2-Der,4.093053341,-1,3434.940924,-1,2460434.941,-1,2.789274482,-1,1.128816715,-1,40375.72914,-1,TRUE,12953,2397,5.728243,5405.144,-0.090354,0.6012629,6.92863,-3.170974,2.0347,0.419421,23.41839,48.519,0.7402393,0,0,5.201357,5.344527,3201.718,825.0446,0.7861045,2.217371,1.39E-164,11.10214,-1.945036,1.847446,5,28.64346,7.048088,1.544028,2.501288,0.6397502,2.513616,1.671317,2.503098,0.2366428,2.501176,0.27265,2.513613,0.3610233,2.508277
00376882015-01,376882015,1,s0078,17-07-2024,1.93333,,3434.78,,2460434.78,,0.392576,,6.88619,,89.1679,,0.1,,3,,0.856602,,320774,,0,,0,,claret_tess_nonlinear_limb_darkening_model,0,0,0,0,0,mandel-agol_geometric_transit_model,FALSE,-1,-1,-1,247.3028,5302.773,2943.604,899,7731.636,63.8318,,3.04E-02,,1737.65,,2154.64,,1,1,5625,122,4.09204,0,0,0,1.4894,0,0.3027112,0,TIC8.2,TIC8.2,Solar,TIC8.2,TIC8.2-Der,1.933332443,-1,3434.781731,-1,2460434.782,-1,4.5210664,-1,2.179772159,-1,277503.9016,-1,TRUE,13886,6709,1.878904,1584.81,-0.00424693,0.4435774,1.91882,-1.837241,0.42081,1.30831,106.4033,263.6147,0,0,0,0,-1,0,-1,0,0,-1,-1,-1,-1,-1,88.88042,32.64292,-15.86996,2.507139,-5.150208,2.500206,16.68474,2.50648,-21.47641,2.500012,-6.420573,2.500205,22.41562,2.500028
00376882016-01,376882016,1,s0078,17-07-2024,1.93333,,3434.78,,2460434.78,,0.5,,7.41994,,89.2278,,0.1,,3,,1.01202,,517337,,0,,0,,claret_tess_nonlinear_limb_darkening_model,0,0,0,0,0,mandel-agol_geometric_transit_model,FALSE,-1,-1,-1,395.1167,13377.07,7817.104,899,17762.23,94.0864,,3.06E-02,,1889.66,,3013.39,,1,1,5705,123,3.97376,0,0,0,1.72367,0,0.1992074,0,TIC8.2,TIC8.2,Solar,TIC8.2,TIC8.2-Der,1.933332443,-1,3434.781671,-1,2460434.782,-1,4.443209896,-1,2.15043961,-1,459692.3978,-1,TRUE,546791,6709,0.7054021,701.158,-0.237197,0.6194512,1.72819,-3.561563,0.98331,1.28748,137.1129,384.7128,0,0,0,0,-1,0,-1,0,0,-1,-1,-1,-1,-1,139.2335,28.92419,-15.88064,2.507072,-5.176839,2.500201,16.70312,2.506413,0.1251733,2.500011,9.13E-02,2.500199,0.1549453,2.500077
00376891083-01,376891083,1,s0078,17-07-2024,0.429257,,3434.29,,2460434.29,,0.212585,,1.19659,,34.1632,,0.990105,,5.15108,,2.57554,,20820.5,,0,,0,,claret_tess_nonlinear_limb_darkening_model,0.7138152,-0.4885933,0.4229203,-0.1495825,43,mandel-agol_geometric_transit_model,TRUE,13.89507,10394.46,11367.4,9.488254,45.22672,394.7468,1830,1594.733,99.3871,,0,,0,,0,,1,1,11365,589.306,3.65006,8.76E-02,0,0,4.28248,0.230459,3.81E-02,7.94E-03,TIC8.2,TIC8.2,Solar,TIC8.2,TIC8.2-Der,0.42841363,-1,3434.671423,-1,2460434.671,-1,1.242394262,-1,0.621197131,-1,17.9684468,-1,TRUE,13662270,5954,13.88137,5578.605,-2.79019,19.48344,163.6386,-35.69349,0.13748,0.161088,75.49109,21.37206,13.65164,0,0,0,-1,0,-1,0,0,-1,-1,-1,-1,-1,6.504148,1.751548,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1
00376891085-01,376891085,1,s0078,17-07-2024,2.14161,,3434.33,,2460434.33,,0.054674,,17.1884,,89.6667,,0.1,,1,,5.24E-02,,3258.34,,0,,0,,claret_tess_nonlinear_limb_darkening_model,0.6741678,-0.4359918,0.3740157,-0.1322492,0,mandel-agol_geometric_transit_model,FALSE,-1,-1,-1,6.824529,10.83044,36.01591,269,197.479,16.8074,,4.74E-02,,3969.91,,58700.6,,2,1,11671,472.484,4.02879,0.0808918,0,0,2.8159,0.136493,0.1384116,0.02663927,TIC8.2,TIC8.2,Solar,TIC8.2,TIC8.2-Der,2.141607046,-1,3434.379929,-1,2460434.38,-1,0.575774873,-1,4.63E-05,-1,47.71881789,-1,TRUE,8911588,2028,306.4456,356634,-0.110109,0.9982418,593.4946,-142.0651,0.12359,0.152755,79.9765,21.6105,0,0,114.2947,0,-1,0,-1,0,0,5.35E-09,29.87181,-10.69789,5.687894,9,22.04403,-1.717514,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1
00376891085-02,376891085,2,s0078,17-07-2024,4.22106,,3434.5,,2460434.5,,0.158458,,8.21836,,89.8437,,0.0224122,,4.5598,,0.626599,,27365.8,,0,,0,,claret_tess_nonlinear_limb_darkening_model,0.6741678,-0.4359918,0.3740157,-0.1322492,5,mandel-agol_geometric_transit_model,TRUE,11.60875,2838.802,2473.181,7.075726,7.123075,14.05533,253,311.5166,48.7117,,7.45E-02,,3166.31,,23753.8,,2,1,11671,472.484,4.02879,0.0808918,0,0,2.8159,0.136493,0.1384116,0.02663927,TIC8.2,TIC8.2,Solar,TIC8.2,TIC8.2-Der,4.215275725,-1,3434.518378,-1,2460434.518,-1,3.395010871,-1,1.022255348,-1,525084.1639,-1,TRUE,9617311000,3407,5.697348,20263.41,-0.0137886,0.5399364,6.06253,-7.607297,2.28609,2.3097,50.89954,10.25396,1.587626,114.2947,0,26.07017,8.164706,11061.9,908.1548,3.070554,8.556463,1.24E-04,28.19856,-11.46549,5.556623,5,1.582889,1.064023,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1
00376926528-01,376926528,1,s0078,17-07-2024,0.754946,,3434.79,,2460434.79,,0.449437,,5.62374,,88.9811,,0.1,,1.5,,0.471909,,677170,,0,,0,,claret_tess_nonlinear_limb_darkening_model,0.5547599,-0.02024977,0.3310604,-0.2036007,0,mandel-agol_geometric_transit_model,FALSE,-1,-1,-1,178.6765,2857.21,724.2308,989,4328.042,70.6496,,0.0164488,,2390,,7710.98,,3,1,5789,126,4.13843,0,0,0,1.43992,0,0.3484108,0,TIC8.2,TIC8.2,Solar,TIC8.2,TIC8.2-Der,0.754946411,-1,3434.785451,-1,2460434.785,-1,2.441082138,-1,1.048532161,-1,501632.5481,-1,TRUE,957389,6186,117.7237,272733.4,-1.14212,9.388964,121.4045,-62.97325,0.37576,0.436868,45.92157,192.0936,0,3.620643,1.03E-15,0,-1,0,-1,0,0,-1,-1,-1,-1,-1,67.05389,4.960829,-27.7027,2.502469,58.68999,2.500357,64.89957,2.500742,0.260392,2.500085,0.4617423,2.500355,0.5301037,2.50029
00376926528-02,376926528,2,s0078,17-07-2024,0.754946,,3434.41,,2460434.41,,0.366549,,5.30066,,88.919,,0.1,,1.5,,0.408853,,448413,,0,,0,,claret_tess_nonlinear_limb_darkening_model,0.5547599,-0.02024977,0.3310604,-0.2036007,0,mandel-agol_geometric_transit_model,FALSE,-1,-1,-1,112.848,1148.532,830.2084,1079,2408.773,57.6199,,0.0164488,,2390,,7710.98,,3,1,5789,126,4.13843,0,0,0,1.43992,0,0.3484108,0,TIC8.2,TIC8.2,Solar,TIC8.2,TIC8.2-Der,0.754946413,-1,3434.407905,-1,2460434.408,-1,2.65480423,-1,1.118145636,-1,331484.6771,-1,TRUE,11275,6480,6.147141,15106.49,-2.46025,1.799647,6.06072,-4.895476,0.4847,0.554144,30.46252,116.1703,0,1.03E-15,0,0,-1,0,-1,0,0,-1,-1,-1,-1,-1,33.90455,4.033049,-27.79838,2.502572,58.50795,2.500813,64.776,2.501137,0.1757106,2.50019,0.2712665,2.500811,0.3232023,2.500628
00376926528-03,376926528,3,s0078,17-07-2024,0.377035,,3434.51,,2460434.51,,0.192943,,1.11729,,47.0891,,0.760719,,4.52442,,1.83349,,36711.5,,0,,0,,claret_tess_nonlinear_limb_darkening_model,0.5547599,-0.02024977,0.3310604,-0.2036007,48,mandel-agol_geometric_transit_model,TRUE,9.848716,4995.013,5316.14,7.534776,51.87305,38.5083,951,1011.055,30.3298,,0.0103541,,3012.37,,19460.6,,3,1,5789,126,4.13843,0,0,0,1.43992,0,0.3484108,0,TIC8.2,TIC8.2,Solar,TIC8.2,TIC8.2-Der,0.377346811,-1,3434.51631,-1,2460434.516,-1,2.381985789,-1,1.190986519,-1,19380.29065,-1,TRUE,6557,3427,2.328027,3301.456,-1.24688,3.210438,3.18656,-5.424266,0.15788,0.099977,3.595906,7.42586,1.47579,0,3.620643,0.211673,9.97E-02,3159.115,378.2238,-7.908846,0.3822781,-1,-1,-1,-1,-1,10.8724,5.340563,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1
