tceid,ticid,tce_plnt_num,sectors,lastUpdate,tce_period,tce_period_err,tce_time0bt,tce_time0bt_err,tce_time0,tce_time0_err,tce_ror,tce_ror_err,tce_dor,tce_dor_err,tce_incl,tce_incl_err,tce_impact,tce_impact_err,tce_duration,tce_duration_err,tce_ingress,tce_ingress_err,tce_depth,tce_depth_err,tce_eccen,tce_eccen_err,tce_longp,tce_longp_err,tce_limbdark_mod,tce_ldm_coeff1,tce_ldm_coeff2,tce_ldm_coeff3,tce_ldm_coeff4,tce_num_transits,tce_trans_mod,tce_full_conv,tce_model_snr,tce_model_chisq,tce_model_dof,tce_robstat,tce_dof2,tce_chisq2,tce_chisqgofdof,tce_chisqgof,tce_prad,tce_prad_err,tce_sma,tce_sma_err,tce_eqt,tce_eqt_err,tce_insol,tce_insol_err,tce_ntoi,tce_sectors,tce_steff,tce_steff_err,tce_slogg,tce_slogg_err,tce_smet,tce_smet_err,tce_sradius,tce_sradius_err,tce_sdensity,tce_sdensity_err,tce_steff_prov,tce_slogg_prov,tce_smet_prov,tce_sradius_prov,tce_sdensity_prov,tcet_period,tcet_period_err,tcet_time0bt,tcet_time0bt_err,tcet_time0,tcet_time0_err,tcet_duration,tcet_duration_err,tcet_ingress,tcet_ingress_err,tcet_depth,tcet_depth_err,tcet_full_conv,tcet_model_chisq,tcet_model_dof,wst_robstat,wst_depth,tce_ws_mesmedian,tce_ws_mesmad,tce_ws_maxmes,tce_ws_minmes,tce_ws_maxmesd,tce_ws_minmesd,tce_max_sngle_ev,tce_max_mult_ev,tce_bin_oedp_stat,tce_bin_spc_stat,tce_bin_lpc_stat,tce_albedo,tce_albedo_err,tce_ptemp,tce_ptemp_err,tce_albedo_stat,tce_ptemp_stat,boot_fap,boot_mesthresh,boot_mesmean,boot_messtd,bootstrap_transit_count,tce_cap_stat,tce_hap_stat,tce_dicco_mra,tce_dicco_mra_err,tce_dicco_mdec,tce_dicco_mdec_err,tce_dicco_msky,tce_dicco_msky_err,tce_ditco_mra,tce_ditco_mra_err,tce_ditco_mdec,tce_ditco_mdec_err,tce_ditco_msky,tce_ditco_msky_err
00219113246-01,219113246,1,s0078,17-07-2024,2.98551,,3435.33,,2460435.33,,6.80E-02,,5.17751,,79.2393,,0.96668,,2.03898,,1.01949,,2914.98,,0,,0,,claret_tess_nonlinear_limb_darkening_model,0.4069718,0.6268956,-0.63636,0.2133425,6,mandel-agol_geometric_transit_model,TRUE,8.870531,1273.277,1578.688,8.143767,11.11882,4.46025,269,216.8459,21.2936,,4.42E-02,,2280.58,,6392.93,,1,1,6417,124.477,3.6338,8.72E-02,0,0,2.867,0.142998,5.47E-02,0.01132678,TIC8.2,TIC8.2,Solar,TIC8.2,TIC8.2-Der,2.984720707,-1,3435.331751,-1,2460435.332,-1,1.981501693,-1,0.795275652,-1,2743.516435,-1,TRUE,13376,2155,1.982066,639.5917,0.00806427,0.690057,2.26608,-3.158933,0.6722,1.4097,4.455695,7.69526,0.6171714,0,0,1.515839,2.979737,3912.447,1919.468,0.1731157,0.8492301,1.84E-12,7.856442,-5.51E-02,1.117829,6,8.745641,2.402602,4.755463,2.51807,2.447165,2.700485,5.348182,2.557339,-2.482674,2.517778,-1.952946,2.700484,3.158745,2.589141
00219113448-01,219113448,1,s0078,17-07-2024,2.85136,,3437.09,,2460437.09,,0.516459,,6.28466,,81.6631,,0.911231,,4.27357,,2.13679,,142217,,0,,0,,claret_tess_nonlinear_limb_darkening_model,0.5417902,0.03075141,0.2614785,-0.1754369,7,mandel-agol_geometric_transit_model,TRUE,126.9383,3254.359,3686.035,137.9108,1653.991,1542.088,539,3278.131,93.9421,,4.00E-02,,1655.92,,1776.97,,1,1,5816,123,4.01581,0,0,0,1.66618,0,0.2270324,0,TIC8.2,TIC8.2,Solar,TIC8.2,TIC8.2-Der,2.851387501,-1,3437.087533,-1,2460437.088,-1,4.005910552,-1,1.7223027,-1,144145.039,-1,TRUE,14001,4485,0.9316878,717.8359,0.0692845,0.5395212,1.35654,-2.58706,1.06525,-0.351412,72.21242,143.2286,22.69077,0,0,7.17E-02,0.4830387,1324.686,2232.233,-1.921857,-0.1483698,0,6.911247,0.5296639,0.9061984,6,84.10098,19.39533,1.789155,2.500422,1.480334,2.502862,2.322168,2.501414,0.6399321,2.500206,-0.142423,2.502854,0.6555893,2.500331
00219429716-01,219429716,1,s0078,17-07-2024,1.10224,,3434.38,,2460434.38,,0.281507,,5.43086,,88.9449,,0.1,,2,,0.446726,,388939,,0,,0,,claret_tess_nonlinear_limb_darkening_model,0,0,0,0,0,mandel-agol_geometric_transit_model,FALSE,-1,-1,-1,10.24264,17.28334,15.78652,539,413.4344,36.8065,,1.99E-02,,1756.74,,2250.89,,1,1,5128,124,4.2159,0,0,0,1.19766,0,0.5006869,0,TIC8.2,TIC8.2,Solar,TIC8.2,TIC8.2-Der,1.102244973,-1,3434.377223,-1,2460434.377,-1,2.593789989,-1,0.875284138,-1,264405.773,-1,TRUE,7876,3786,2.747257,51910.52,-0.0364744,0.4968309,15.84451,-15.83246,-0.25088,-0.238379,1263.177,50.15247,0,0,0,0,-1,0,-1,0,0,-1,-1,-1,-1,-1,44.56775,13.46331,-11.60846,2.502706,-2.26984,2.5035,11.82829,2.502735,-0.426865,2.500668,-0.616817,2.503495,0.7501179,2.50258
00219474870-01,219474870,1,s0078,17-07-2024,3.86685,,3434.95,,2460434.95,,0.215542,,12.0931,,86.198,,0.801876,,2.2386,,1.1193,,43020.1,,0,,0,,claret_tess_nonlinear_limb_darkening_model,0.6489703,-0.3343984,0.7346059,-0.3553234,4,mandel-agol_geometric_transit_model,TRUE,82.77789,1137.992,1330.334,60.27975,325.0706,12.96078,179,915.3033,19.084,,4.79E-02,,1009.02,,244.973,,2,1,5558.21,134.79,4.61122,8.32E-02,0.102,0.016,0.811026,4.68E-02,1.83732,0.3675121,TIC8.2,TIC8.2,TIC8.2,TIC8.2,TIC8.2-Der,3.866664886,-1,3434.950218,-1,2460434.95,-1,2.114052144,-1,0.763419985,-1,41765.66748,-1,TRUE,12316,1436,5.189496,3303.467,0.021703,0.6113448,8.37172,-4.940627,1.93748,1.98748,44.0956,81.44189,0.01843038,0,4040.867,11.45739,2.649718,2870.194,152.4036,3.946603,11.7812,0,10.52234,-2.532573,1.833304,5,44.42369,14.33114,-0.5907483,2.500346,-0.6206046,2.500695,0.856816,2.50053,-0.1869434,2.500345,0.1706376,2.500694,0.2531107,2.500503
00219474870-02,219474870,2,s0078,17-07-2024,10.344,,3440.74,,2460440.74,,0.0582622,,84.9461,,89.9879,,1.80E-02,,0.98435,,0.0542119,,4017.64,,0,,0,,claret_tess_nonlinear_limb_darkening_model,0.6489703,-0.3343984,0.7346059,-0.3553234,2,mandel-agol_geometric_transit_model,TRUE,9.894136,306.1181,309.1893,7.126435,5.716225,0.36236,59,80.57466,5.15851,,9.23E-02,,726.867,,65.9693,,2,1,5558.21,134.79,4.61122,8.32E-02,0.102,0.016,0.811026,4.68E-02,1.83732,0.3675121,TIC8.2,TIC8.2,TIC8.2,TIC8.2,TIC8.2-Der,10.33888386,-1,3440.744239,-1,2460440.744,-1,1.358463265,-1,0.313274489,-1,5799.796859,-1,TRUE,10892,476,0.1920979,106.5641,-0.0217872,0.4960394,2.69343,-2.353444,-1.24724,0.713866,9.466784,10.87561,8.649655,4040.867,0,18.78426,100.7194,2339.614,3135.74,0.1765723,0.5142878,5.06E-14,7.144649,-1.838959,1.709074,2,2.233794,3.741719,-1.465617,2.65348,-4.413924,2.776431,4.650887,2.764466,-1.017646,2.653476,-3.672561,2.776429,3.810946,2.767843
00219485050-01,219485050,1,s0078,17-07-2024,3.59155,,3437.46,,2460437.46,,7.85E-02,,9.3056,,89.921,,0.0128308,,3.18697,,0.232921,,7285.82,,0,,0,,claret_tess_nonlinear_limb_darkening_model,0.6826441,-0.3863349,0.7681359,-0.3658034,4,mandel-agol_geometric_transit_model,TRUE,17.07674,1416.587,1789.043,11.89783,15.06145,21.32549,359,209.5788,10.0949,,4.59E-02,,1263.97,,603.212,,1,1,5656.98,143.392,4.29616,8.65E-02,0.264,0.132,1.17748,6.79E-02,0.6126416,0.1269801,TIC8.2,TIC8.2,TIC8.2,TIC8.2,TIC8.2-Der,3.593053818,-1,3437.455881,-1,2460437.456,-1,3.297124485,-1,0.501580649,-1,7208.824277,-1,TRUE,10294,2770,2.929457,1487.921,-0.0664323,0.6200082,3.78576,-3.02491,0.72498,0.841643,8.422969,10.70179,9.08E-02,0,0,16.94007,6.015055,3964.665,339.4181,2.650029,7.857444,1.96E-21,7.773581,-0.4012285,1.176841,5,14.46312,0.7992021,-1.704466,2.574099,1.02148,2.740933,1.987115,2.619218,-1.415937,2.574079,1.369048,2.740928,1.969561,2.656004
00219499488-01,219499488,1,s0078,17-07-2024,1.63197,,3435.05,,2460435.05,,0.159567,,4.53439,,77.6476,,0.970012,,1.79449,,0.897243,,12150.4,,0,,0,,claret_tess_nonlinear_limb_darkening_model,0.7048666,-0.5710351,1.053471,-0.4569637,9,mandel-agol_geometric_transit_model,TRUE,24.45361,1845.095,2187.332,20.87619,48.40229,42.21667,269,253.214,15.8969,,2.58E-02,,1338.07,,757.592,,1,1,5099.9,120.129,4.45203,0,0.143464,0.113611,0.912575,0,1.131778,0,TIC8.2,TIC8.2,TIC8.2,TIC8.2,TIC8.2-Der,1.632398248,-1,3435.046312,-1,2460435.046,-1,1.739974812,-1,0.817780805,-1,13624.83725,-1,TRUE,10690,2078,1.611198,827.0723,0.098126,0.6448962,2.01331,-2.389148,0.55137,1.09349,9.181975,17.79141,2.389299,0,0,1.199581,3.231326,2165.092,1458.925,6.18E-02,0.5667395,4.03E-81,6.76193,0.219108,0.9229483,11,15.71989,4.099742,-1.079085,2.527307,-0.9202094,2.621017,1.418171,2.567179,-1.248439,2.527301,-1.16942,2.621013,1.710598,2.571523
00219508169-01,219508169,1,s0078,17-07-2024,6.81865,,3436.72,,2460436.72,,3.87E-02,,12.9804,,86.8758,,0.707448,,3.05839,,0.220768,,1551.42,,0,,0,,claret_tess_nonlinear_limb_darkening_model,0.671247,-0.492671,0.9767787,-0.4399543,3,mandel-agol_geometric_transit_model,TRUE,8.098833,1039.725,1274.796,8.03266,7.837086,2.42464,269,257.8875,3.53769,,6.74E-02,,804.813,,99.1519,,1,1,5175,128.89,4.53541,8.81E-02,0,0,0.837198,5.12E-02,1.494795,0.3166783,TIC8.2,TIC8.2,Solar,TIC8.2,TIC8.2-Der,6.818052292,-1,3436.716495,-1,2460436.716,-1,3.077759045,-1,0.423718777,-1,1491.496669,-1,TRUE,11566,2154,3.25629,1247.612,0.00809808,0.537412,2.81939,-2.524078,3.84442,4.32498,6.311104,8.09712,0.7284347,0,0,249.1152,80.2498,4943.511,378.4138,3.091787,10.89107,1.45E-09,7.576504,-0.4535166,1.440191,3,4.044145,2.686534,0.8628536,2.657087,-2.663121,2.721224,2.799416,2.715196,1.113212,2.657085,-2.580898,2.721223,2.810743,2.711262
00219737808-01,219737808,1,s0078,17-07-2024,6.57932,,3434.84,,2460434.84,,0.225798,,10.5299,,85.3239,,0.858422,,4.19562,,2.09781,,40515.1,,0,,0,,claret_tess_nonlinear_limb_darkening_model,0.4455958,0.4203567,-0.3100411,6.58E-02,2,mandel-agol_geometric_transit_model,TRUE,36.0251,1045.431,1196.412,31.37392,90.1813,34.04969,149,177.8899,39.5293,,7.35E-02,,1292.81,,660.168,,1,1,6271,122,4.11424,0,0,0,1.6036,0,0.2958993,0,TIC8.2,TIC8.2,Solar,TIC8.2,TIC8.2-Der,6.580552578,-1,3434.83934,-1,2460434.839,-1,3.987202672,-1,1.526869892,-1,39525.81271,-1,TRUE,10170,1196,2.287774,2399.405,0.00757283,0.6370748,2.94701,-3.757826,0.71109,0.827754,27.25532,32.49522,5.838686,0,0,4.559477,2.649476,2920.805,428.1023,1.343465,3.796281,1.26E-157,6.53247,-0.3865867,1.230455,3,17.40927,6.273775,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1
00219738202-01,219738202,1,s0078,17-07-2024,0.289557,,3434.37,,2460434.37,,0.224577,,2.14089,,62.4532,,0.990105,,0.861368,,0.430684,,22427.1,,0,,0,,claret_tess_nonlinear_limb_darkening_model,0.4194519,0.6668081,-0.7990515,0.2963759,43,mandel-agol_geometric_transit_model,TRUE,52.68446,4621.504,5025.287,24.18345,94.28223,55.78057,638,719.8745,53.0246,,0,,0,,0,,2,1,7106,241.212,3.96671,0.115023,0,0,2.16277,0.150251,0.1562067,4.28E-02,TIC8.2,TIC8.2,Solar,TIC8.2,TIC8.2-Der,0.289508194,-1,3434.371055,-1,2460434.371,-1,0.69067159,-1,0.304118407,-1,17352.29826,-1,TRUE,28867,4480,9.468157,7344.417,-0.0327896,0.8631828,19.21159,-17.5261,5.41E-02,0.0687271,25.73573,28.70465,2.443732,1.38049E-06,0,0,-1,0,-1,0,0,0,3.794676,-0.3466569,0.5815249,63,10.2173,5.295624,2.850785,2.500044,-1.598909,2.50001,3.26856,2.500036,0.5360184,2.500002,-0.9071521,2.500009,1.05368,2.500007
00219738202-02,219738202,2,s0078,17-07-2024,0.289508,,3434.43,,2460434.43,,3.39E-02,,4.59189,,88.7521,,0.1,,0.5,,1.68E-02,,0,,0,,0,,claret_tess_nonlinear_limb_darkening_model,0.4194519,0.6668081,-0.7990515,0.2963759,0,mandel-agol_geometric_transit_model,FALSE,-1,-1,-1,7.511965,44.9555,11.94325,353,89.1939,8.00006,,9.98E-03,,4615.68,,107267,,2,1,7106,241.212,3.96671,0.115023,0,0,2.16277,0.150251,0.1562067,4.28E-02,TIC8.2,TIC8.2,Solar,TIC8.2,TIC8.2-Der,0.289508203,-1,3434.433116,-1,2460434.433,-1,1.663041266,-1,0.831520633,-1,139088.3899,-1,TRUE,25358,2278,0.8351371,2441.177,-0.618834,0.5090697,9.27845,-1.941518,6.25E-02,0.0739355,7.073152,12.62487,0,0,1.38049E-06,0,-1,0,-1,0,0,-1,-1,-1,-1,-1,-0.9024858,-3.790297,2.727645,2.50004,-1.613169,2.500011,3.168968,2.500033,0.5821063,2.500002,-0.984585,2.500009,1.14379,2.500007
00219739347-01,219739347,1,s0078,17-07-2024,0.386763,,3434.33,,2460434.33,,0.535278,,2.96282,,75.2268,,0.7555,,1.43405,,0.717025,,209415,,0,,0,,claret_tess_nonlinear_limb_darkening_model,0.6886991,0.1500961,-4.59E-02,-0.02297279,31,mandel-agol_geometric_transit_model,TRUE,245.9081,5962.098,6869.917,296.0806,6900.05,2805.835,929,13892.8,34.4325,,8.66E-03,,1267.4,,609.777,,1,1,3483,157,4.66033,0.0106733,0,0,0.589233,0.0175792,2.83167,0.1094527,TIC8.2,TIC8.2,Solar,TIC8.2,TIC8.2-Der,0.386773527,-1,3434.326059,-1,2460434.326,-1,1.301432587,-1,0.545020209,-1,205985.5889,-1,TRUE,12132,4367,0.5041785,294.1787,-0.216701,1.501433,4.5863,-3.283441,0.13053,0.211088,76.28435,320.7777,285.8075,0,0,0.01024838,1.89E-02,623.4717,288.8805,-52.35185,-2.185845,0,9.819929,-0.4828267,1.44669,47,138.6546,62.36213,-18.36316,2.502035,-17.77355,2.500257,25.55591,2.501176,-1.637571,2.500042,3.417238,2.500256,3.789348,2.500216
00219759788-01,219759788,1,s0078,17-07-2024,1.29384,,3434.87,,2460434.87,,0.140174,,2.5995,,72.5897,,0.777804,,3.38808,,0.961125,,19174.6,,0,,0,,claret_tess_nonlinear_limb_darkening_model,0.4898935,-0.1112531,0.6607748,-0.3510386,10,mandel-agol_geometric_transit_model,TRUE,25.44265,3658.824,4322.04,14.93501,28.48536,18.60544,729,569.8704,37.3585,,4.22E-02,,1625.74,,1650.93,,1,1,4841.29,91.9913,4.438,0,-0.774878,1.11E-02,2.44129,0,1,0,TIC8.2,Solar,TIC8.2,TIC8.2,Solar,1.293054938,-1,3434.873355,-1,2460434.873,-1,3.262328757,-1,1.104190424,-1,24799.1133,-1,TRUE,13440,4339,3.141018,3219.121,-0.0399646,1.145175,4.38704,-2.966996,0.64303,0.538866,9.735958,16.1839,0.1046344,0,0,2.25464,0.5658516,3080.08,201.9208,2.21726,7.119668,7.60E-34,8.856975,-1.723567,1.483627,14,17.60538,1.681814,0.6404174,2.500851,1.361762,2.503376,1.504836,2.502919,9.94E-02,2.500839,0.8575856,2.503369,0.8633215,2.503335
00219765652-01,219765652,1,s0078,17-07-2024,0.66593,,3434.77,,2460434.77,,4.87E-02,,1.13033,,28.8428,,0.990105,,3.49421,,1.74711,,1074.09,,0,,0,,claret_tess_nonlinear_limb_darkening_model,0.4805509,0.2750917,-9.68E-02,-0.02562174,27,mandel-agol_geometric_transit_model,TRUE,22.80911,7174.144,8673.59,17.72326,54.43873,15.80752,1559,1380.58,6.64038,,1.57E-02,,2414.9,,8037.41,,2,1,6140,125.075,4.31164,8.75E-02,0,0,1.24794,5.74E-02,0.5990263,0.1237869,TIC8.2,TIC8.2,Solar,TIC8.2,TIC8.2-Der,0.666044474,-1,3434.768458,-1,2460434.768,-1,3.233788943,-1,1.297529149,-1,977.4378421,-1,TRUE,12816,6302,7.794288,323.0292,-1.56764,1.080035,7.75224,-3.584802,0.3313,0.259077,3.806877,11.04951,0.001555474,0,5.45E-06,0.9944075,1.033096,3728.468,962.8223,-5.41E-03,1.357471,-1,-1,-1,-1,-1,27.24857,7.999522,15.48207,2.502868,36.70895,2.507423,39.84019,2.506736,16.18276,2.50068,37.36369,2.507421,40.71765,2.506358
00219765652-02,219765652,2,s0078,17-07-2024,0.666322,,3434.43,,2460434.43,,1.61E-02,,2.52691,,82.8613,,0.314022,,2.01398,,3.72E-02,,293.546,,0,,0,,claret_tess_nonlinear_limb_darkening_model,0.4805509,0.2750917,-9.68E-02,-0.02562174,26,mandel-agol_geometric_transit_model,TRUE,12.71682,5136.084,3609.104,10.28846,33.16602,51.09491,1559,2272.246,2.19093,,1.57E-02,,2414.42,,8031.1,,2,1,6140,125.075,4.31164,8.75E-02,0,0,1.24794,5.74E-02,0.5990263,0.1237869,TIC8.2,TIC8.2,Solar,TIC8.2,TIC8.2-Der,0.666044445,-1,3434.434078,-1,2460434.434,-1,3.444776246,-1,1.102844394,-1,388.2990932,-1,TRUE,4123,3955,-1,0,0,-1,0,0,0.333,0.332999,4.695842,8.77478,0.3602383,5.45E-06,0,0,-1,0,-1,0,0,-1,-1,-1,-1,-1,9.341056,2.490825,14.3987,2.505825,36.00717,2.53714,38.77936,2.532846,15.10907,2.503929,36.68379,2.537138,39.67347,2.532349
00219771660-01,219771660,1,s0078,17-07-2024,4.75001,,3436.9,,2460436.9,,9.18E-02,,3.2031,,73.7449,,0.896596,,7.40399,,2.84936,,7147.29,,0,,0,,claret_tess_nonlinear_limb_darkening_model,0.6725836,-0.4816572,0.956146,-0.434678,4,mandel-agol_geometric_transit_model,TRUE,25.29311,4103.082,4131.784,49.54062,255.0424,3402.563,719,4502.64,9.29354,,5.26E-02,,968.593,,208.011,,1,1,5229,0,4.438,0,0,0,0.926915,0,1,0,TIC8.2,Solar,Solar,TIC8.2,Solar,4.751386642,-1,3436.898816,-1,2460436.899,-1,7.152203476,-1,2.358281908,-1,7502.405583,-1,TRUE,22349,5530,2.069312,556.7054,0.0606176,0.6117349,2.35704,-3.044046,1.06664,3.11386,61.66561,49.54226,29.2895,0,0,9.810582,2.43485,2650.365,164.4455,3.618532,10.22692,0,6.433456,0.7227247,0.8304591,4,6.677921,5.496136,14.8126,2.506942,20.98337,2.506641,25.68492,2.506741,16.24681,2.501558,23.08959,2.506634,28.23275,2.504954
00219775152-01,219775152,1,s0078,17-07-2024,13.1957,,3439.01,,2460439.01,,0.283205,,22.2719,,89.376,,0.24255,,5.70678,,1.32657,,92049.5,,0,,0,,claret_tess_nonlinear_limb_darkening_model,0.5564958,-2.69E-02,0.3429586,-0.2089535,2,mandel-agol_geometric_transit_model,TRUE,29.90288,1100.099,1257.196,23.48885,40.83713,260.4358,269,439.6786,51.5922,,0.110428,,987.848,,225.052,,2,1,5759,122,4.00614,0,0,0,1.66871,0,0.2216967,0,TIC8.2,TIC8.2,Solar,TIC8.2,TIC8.2-Der,13.18471622,-1,3439.022258,-1,2460439.022,-1,6.125680178,-1,1.797872225,-1,104759.9767,-1,TRUE,13523,1711,4.755436,13046.17,-0.0153767,0.6112068,5.03384,-2.748814,-3.27086,9.70414,28.65247,24.03714,16.8728,909.7771,0,32.88113,6.952982,3657.358,208.2916,4.585245,12.75202,1.76E-63,5.949579,-1.39814,1.515954,2,16.8301,5.115366,-0.7328989,2.504398,1.178224,2.521861,1.387571,2.517001,0.7089959,2.50428,2.02E-02,2.521814,0.7092828,2.504294
00219775152-02,219775152,2,s0078,17-07-2024,3.30611,,3435.7,,2460435.7,,0.173906,,5.17594,,85.4068,,0.414493,,5.41802,,0.9543,,34083.8,,0,,0,,claret_tess_nonlinear_limb_darkening_model,0.5564958,-2.69E-02,0.3429586,-0.2089535,4,mandel-agol_geometric_transit_model,TRUE,15.13972,3034.799,3404.993,9.355885,13.80482,20.42336,539,415.7278,31.681,,4.39E-02,,1566.98,,1424.86,,2,1,5759,122,4.00614,0,0,0,1.66871,0,0.2216967,0,TIC8.2,TIC8.2,Solar,TIC8.2,TIC8.2-Der,3.305553946,-1,3435.706492,-1,2460435.706,-1,5.68342433,-1,1.279567198,-1,40568.49507,-1,TRUE,14584,4956,1.756212,3777.777,-0.193417,0.4716057,1.7548,-2.031022,-0.53474,1.45692,27.54801,11.38414,387.7902,0,909.7771,3.988239,1.76508,3423.721,385.6901,1.692977,4.79635,6.04E-22,8.183356,-1.10254,1.306488,6,8.074092,1.922105,-2.631373,2.580754,-2.129992,2.86293,3.385408,2.695988,-1.215202,2.580032,-3.283758,2.862909,3.501397,2.830334
00219777401-01,219777401,1,s0078,17-07-2024,4.61053,,3435.47,,2460435.47,,0.152709,,4.1421,,76.1705,,0.990105,,5.18797,,2.59399,,9649.48,,0,,0,,claret_tess_nonlinear_limb_darkening_model,0.6421489,-0.3636418,0.800991,-0.383588,4,mandel-agol_geometric_transit_model,TRUE,24.77095,2360.89,2787.496,23.00458,52.64634,21.37715,419,448.8265,13.8917,,5.33E-02,,947.338,,190.345,,1,1,5431,122.347,4.57422,7.85E-02,0,0,0.833273,4.33E-02,1.642225,0.3089257,TIC8.2,TIC8.2,Solar,TIC8.2,TIC8.2-Der,4.608331203,-1,3435.473254,-1,2460435.473,-1,4.973991679,-1,2.15433336,-1,10160.51062,-1,TRUE,12939,3354,1.706925,803.7469,-0.12729,0.4933949,1.68442,-1.875742,-0.55141,0.37081,10.74055,18.60733,6.957128,0,0,6.515163,17.63945,2340.059,1583.074,0.3126606,0.8795226,1.88E-56,7.744903,-0.560184,1.214063,4,13.15709,7.524608,-28.27183,2.513285,-17.64041,2.519208,33.32387,2.514946,-28.52816,2.504173,-17.74245,2.519204,33.59539,2.508374
00219780363-01,219780363,1,s0078,17-07-2024,2.34679,,3434.43,,2460434.43,,0.36323,,6.26169,,84.2245,,0.630122,,3.50101,,1.61845,,135693,,0,,0,,claret_tess_nonlinear_limb_darkening_model,0.5095912,0.1568144,8.20E-02,-0.1014029,8,mandel-agol_geometric_transit_model,TRUE,56.02243,3254.359,3894.875,48.37159,213.1856,132.3911,599,806.695,61.1342,,3.56E-02,,1728.64,,2110.27,,2,1,5952,124,4.09949,0,0,0,1.5417,0,0.2975021,0,TIC8.2,TIC8.2,Solar,TIC8.2,TIC8.2-Der,2.347221136,-1,3434.425956,-1,2460434.426,-1,3.277245351,-1,1.228799957,-1,133940.9438,-1,TRUE,13125,4606,9.306363,25057.07,-0.440402,0.7723027,9.20074,-3.35065,1.17914,-0.298634,17.19768,41.18729,1.141724,2.76E-05,0,4.671316,0.4076288,3929.204,118.5255,9.006517,17.76427,0,7.368467,0.4743743,0.97664,8,40.81517,5.974127,-3.634956,2.503618,0.6221967,2.511162,3.687822,2.503833,0.5449308,2.502815,0.6984739,2.511144,0.885898,2.507996
00219780363-02,219780363,2,s0078,17-07-2024,2.34573,,3435.61,,2460435.61,,0.231233,,4.31363,,77.1234,,0.961304,,3.29692,,1.64846,,27111.4,,0,,0,,claret_tess_nonlinear_limb_darkening_model,0.5095912,0.1568144,8.20E-02,-0.1014029,8,mandel-agol_geometric_transit_model,TRUE,13.39325,2920.648,3531.853,11.65211,18.87847,33.56884,719,534.8311,38.9181,,0.0355771,,1728.9,,2111.53,,2,1,5952,124,4.09949,0,0,0,1.5417,0,0.2975021,0,TIC8.2,TIC8.2,Solar,TIC8.2,TIC8.2-Der,2.345832191,-1,3435.605477,-1,2460435.605,-1,3.096930041,-1,1.30158774,-1,26972.68349,-1,TRUE,10534,5294,1.913276,3865.666,-0.0865697,0.8013613,1.71466,-3.80378,0.37359,0.849977,5.712505,9.67807,0.1810506,0,2.76E-05,1.777206,8.123224,3086.343,3527.336,0.09567705,0.3848158,1.74E-19,7.693783,0.315492,1.045792,8,5.949628,0.1111001,-3.261688,2.562007,-2.977402,2.75348,4.41628,2.650752,0.9251465,2.561339,-2.933917,2.753462,3.076323,2.736641
00219780464-01,219780464,1,s0078,17-07-2024,1.0004,,3435.16,,2460435.16,,0.122791,,2.65428,,68.0979,,0.990105,,1.65608,,0.828039,,6335.43,,0,,0,,claret_tess_nonlinear_limb_darkening_model,0.5778142,-0.1107337,0.4538039,-0.2529888,18,mandel-agol_geometric_transit_model,TRUE,38.47259,3364.209,4033.557,32.34073,108.8496,93.80344,539,610.4907,14.5321,,1.98E-02,,1877.27,,2935.14,,1,1,5744,124.64,4.37952,7.89E-02,0,0,1.08408,0.0556684,0.806229,0.1522935,TIC8.2,TIC8.2,Solar,TIC8.2,TIC8.2-Der,1.000341773,-1,3435.161389,-1,2460435.161,-1,1.651702843,-1,0.718520462,-1,6589.289002,-1,TRUE,13420,4303,2.897858,490.1413,-0.0480537,0.7690992,2.81557,-2.74163,0.49337,0.644764,9.056546,23.56269,7.851076,0,0,0.4986303,0.8498392,2439.002,1037.734,-0.5899584,0.5400147,9.03E-136,6.98122,0.3277778,0.9379585,18,24.42333,4.376807,-4.508357,2.510029,-3.837505,2.540649,5.92045,2.522939,-3.639071,2.509806,-3.485909,2.540646,5.039285,2.52461
00219788401-01,219788401,1,s0078,17-07-2024,0.274401,,3434.47,,2460434.47,,0.244589,,1.7001,,54.382,,0.990105,,1.2099,,0.604951,,24293.9,,0,,0,,claret_tess_nonlinear_limb_darkening_model,0.7369707,-0.7257001,1.238517,-0.4910159,64,mandel-agol_geometric_transit_model,TRUE,34.32155,8955.027,11461.84,18.94759,95.75407,26.74599,959,615.627,28.5693,,7.42E-03,,2426.06,,8187.04,,1,1,4579,130.779,4.23849,0.103932,0,0,1.06994,8.72E-02,0.5903785,0.1492565,TIC8.2,TIC8.2,Solar,TIC8.2,TIC8.2-Der,0.274469137,-1,3434.469249,-1,2460434.469,-1,0.755321418,-1,0.293147253,-1,10641.42557,-1,TRUE,31041,6254,10.74888,6274.973,-0.588952,2.531392,10.3677,-8.75198,0.13695,0.116113,10.41874,10.59264,1.728935,0,0,0.2329444,0.1175113,2605.883,318.5673,-6.527508,0.5263144,6.30E-44,5.424978,-2.13E-02,0.7663075,66,31.03391,18.95496,0.2407919,2.500006,0.4889052,2.500019,0.5449854,2.500016,0.4425011,2.500004,0.4609722,2.500014,0.6389856,2.500009
